longitude,latitude,from,to,label     
-52.382384000000000,-26.825659000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.379708000000000,-26.830100999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.378526000000000,-26.835653000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.365926999999900,-26.837902000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.348443000000000,-26.829878999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.342781000000000,-26.833348999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.342936999999900,-26.835153999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.336154999999900,-26.834709000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.338923000000000,-26.835014999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.332484000000000,-26.835376000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.322031000000000,-26.834987000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.297299000000000,-26.834181999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.290984000000000,-26.826104000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.302556000000000,-26.840261000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.298045000000000,-26.842898000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.301810000000000,-26.854889000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.307845000000000,-26.852806999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.300690000000000,-26.857552999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.291480999999900,-26.857664000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.299818999999900,-26.861411000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.310178000000000,-26.864158000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.312542999999900,-26.863465000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.294716999999900,-26.867822000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.302244999999900,-26.869903000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.294592000000000,-26.873511000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.305481000000000,-26.894155000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.290610000000000,-26.907803999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.306880999999900,-26.906583999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.317084999999900,-26.917263999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.346172000000000,-26.911272000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.371899999999900,-26.908942000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.392339000000000,-26.909164000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.396631999999900,-26.913186000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.410879999999900,-26.913713000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.405746999999900,-26.914073999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.400208999999900,-26.914961000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.420274999999900,-26.915488000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.424132999999900,-26.908636999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.430852000000000,-26.906334000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.441367000000000,-26.916543000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.454185000000000,-26.916125999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.450575999999900,-26.918678000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.466037000000000,-26.907416000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.444541000000000,-26.901257000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.439686999999900,-26.898788000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.444634000000000,-26.896346000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.432096999999900,-26.892102000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.436297000000000,-26.891047000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.436824999999900,-26.886386000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.422235000000000,-26.888521999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.410755999999900,-26.886330000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.426527999999900,-26.880725000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.421301999999900,-26.875370000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.408110999999900,-26.884886999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.399524999999900,-26.876950999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.400365000000000,-26.871485000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.407021999999900,-26.866989000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.392462999999900,-26.871013000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.400832000000000,-26.864103000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.404938000000000,-26.859829000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.414923999999900,-26.875202999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.409790999999900,-26.871956999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.408827000000000,-26.877839000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.387174000000000,-26.888660999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.384436999999900,-26.884582000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.390410000000000,-26.893322000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.390704999999900,-26.894279000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.382337000000000,-26.883707999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.374637000000000,-26.886884999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.369380000000000,-26.880932999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.361882000000000,-26.879213000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.354042999999900,-26.877271000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.344445000000000,-26.878005999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.329698999999900,-26.877617000000000,2016-01-01,2017-01-01,Area_Antropizada
-52.353965000000000,-26.889354999999900,2016-01-01,2017-01-01,Area_Antropizada
-52.483499000000000,-26.913543000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.469262000000000,-26.915620000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.487242999999900,-26.911853000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.475904999999900,-26.905080999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.484996000000000,-26.900503000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.482857000000000,-26.897577999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.483178000000000,-26.893571000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.467883999999900,-26.889755999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.464568000000000,-26.897227999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.484817999999900,-26.884381999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.467598000000000,-26.876114000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.485531000000000,-26.880820000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.489880999999900,-26.863710999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.471983999999900,-26.868704000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.485816000000000,-26.858177000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.477617000000000,-26.856808999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.466813999999900,-26.861007000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.473089000000000,-26.857064000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.465352000000000,-26.849875000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.469594999999900,-26.846343999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.492091000000000,-26.845295000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.484462000000000,-26.839887000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.469915999999900,-26.838232999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.482537000000000,-26.837501000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.485495999999900,-26.831583999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.492341000000000,-26.823184999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.472875000000000,-26.825603000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.451554999999900,-26.830756999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.434620000000000,-26.835210000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.421393999999900,-26.833715000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.415725000000000,-26.830469999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.407525000000000,-26.836133000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.404459000000000,-26.832856000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.412837000000000,-26.835305999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.392764999999900,-26.835623999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.382319000000000,-26.825665999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.379503000000000,-26.830248000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.342388999999900,-26.833333000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.338610000000000,-26.835146999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.332442000000000,-26.835338000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.323065999999900,-26.829134000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.290728999999900,-26.825952999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.302636999999900,-26.840554999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.298037999999900,-26.842845000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.315472000000000,-26.855281999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.315472000000000,-26.850448000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.291334999999900,-26.857731000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.299678000000000,-26.861357000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.305346999999900,-26.862151999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.319856999999900,-26.861007000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.315721000000000,-26.857158999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.317824999999900,-26.854137000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.301746000000000,-26.855028000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.309624999999900,-26.864187999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.311978000000000,-26.863011000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.299928000000000,-26.873346999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.305596000000000,-26.894016000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.306843999999900,-26.906575000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.297004000000000,-26.909945000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.317039999999900,-26.917352000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.345990000000000,-26.911311999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.372016000000000,-26.908991000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.392443999999900,-26.909309000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.396935999999900,-26.913156000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.399931000000000,-26.915032000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.410805000000000,-26.904986000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.410983000000000,-26.913792000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.412481000000000,-26.917479000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.424103000000000,-26.908483000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.430698999999900,-26.906479999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.447668999999900,-26.912870000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.464390000000000,-26.903649999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.466172000000000,-26.907370000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.458899000000000,-26.890519000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.457509000000000,-26.882601000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.432053000000000,-26.892109000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.436473999999900,-26.886353000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.437685999999900,-26.884222999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.426420000000000,-26.880630000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.421250999999900,-26.875446000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.422071000000000,-26.888420000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.423105000000000,-26.886958000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.413727999999900,-26.888992999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.412267000000000,-26.881615000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.417008000000000,-26.874651000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.418114000000000,-26.872934000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.416615999999900,-26.866572999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.421821000000000,-26.863520000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.407060999999900,-26.863424999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.401642000000000,-26.871153000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.406740999999900,-26.866987000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.407418000000000,-26.877321999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.400787000000000,-26.882856000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.392871999999900,-26.883364000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.377184999999900,-26.880883999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.394939999999900,-26.886417000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.399003999999900,-26.892045000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.390839999999900,-26.893920999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.391232000000000,-26.860721000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.409770999999900,-26.845580999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.414833999999900,-26.837755000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.376899999999900,-26.852388000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.354689000000000,-26.845644000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.362532000000000,-26.841508999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.377434999999900,-26.876304999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.387844999999900,-26.877640000000000,2017-01-01,2018-01-01,Area_Antropizada
-52.354047000000000,-26.877258999999900,2017-01-01,2018-01-01,Area_Antropizada
-52.470339000000000,-26.917539000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.440390999999900,-26.912293999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.419161000000000,-26.905141000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.383330000000000,-26.895005999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.368865000000000,-26.893813999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.364880999999900,-26.883559000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.361030000000000,-26.874759000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.340468000000000,-26.869510999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.327874000000000,-26.858848999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.311456000000000,-26.851095999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.339424999999900,-26.833155000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.379106000000000,-26.826377999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.406272000000000,-26.826187000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.423867000000000,-26.827667000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.454509000000000,-26.835349999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.473387000000000,-26.823657999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.485419999999900,-26.835588000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.487665999999900,-26.847947000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.491249000000000,-26.860112999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.476408999999900,-26.879408999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.459910999999900,-26.874687000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.452049000000000,-26.876452000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.433304999999900,-26.874448000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.419134000000000,-26.873351000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.399213000000000,-26.872183000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.390095000000000,-26.870083999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.373142999999900,-26.887851999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.358302999999900,-26.886588000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.363168999999900,-26.893598999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.361618000000000,-26.901181999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.362366999999900,-26.913176000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.362394000000000,-26.918564000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.382607999999900,-26.916204000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.392100999999900,-26.917158000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.370441999999900,-26.918278000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.345548000000000,-26.918302000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.353034999999900,-26.915465000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.341912000000000,-26.915535999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.328088000000000,-26.911292000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.321938000000000,-26.914439999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.318275000000000,-26.911792999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.311937999999900,-26.911579000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.311109000000000,-26.905355000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.313220999999900,-26.897915999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.294021999999900,-26.898965000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.292364999999900,-26.892240000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.293861999999900,-26.885657999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.295520000000000,-26.878454999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.290225999999900,-26.878454999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.306269000000000,-26.871061999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.320734999999900,-26.861926000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.340575000000000,-26.861950000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.329853000000000,-26.872420999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.328997000000000,-26.885014000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.346457000000000,-26.883178000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.394100000000000,-26.890713999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.406860999999900,-26.886337999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.409326999999900,-26.876816000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.405276000000000,-26.878461000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.414802000000000,-26.863727999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.418920000000000,-26.850918000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.446688000000000,-26.865660999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.401386000000000,-26.890018000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.470399000000000,-26.891394999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.451574999999900,-26.902173000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.426105999999900,-26.883369999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.437443000000000,-26.866292999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.333429000000000,-26.905619000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.451988999999900,-26.889976000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.461134000000000,-26.860019000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.468299999999900,-26.839312000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.292786000000000,-26.831391000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.301555999999900,-26.828527000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.312198000000000,-26.830293000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.292411000000000,-26.856202000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.290112000000000,-26.852052000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.303856000000000,-26.850142999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.297491999999900,-26.866316000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.292465000000000,-26.863071999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.312893000000000,-26.879292000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.303213999999900,-26.889832999999900,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.322572999999900,-26.870228000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.294817999999900,-26.916110000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.325474000000000,-26.918924000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.306809999999900,-26.916086000000000,2012-01-01,2013-01-01,Cobertura_Vegetal
-52.467328999999900,-26.916730000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.469949000000000,-26.895959000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.492877999999900,-26.910758000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.476937000000000,-26.886220999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.485854000000000,-26.882553000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.448495000000000,-26.876531000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.480231000000000,-26.867766000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.467711000000000,-26.856662000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.473680000000000,-26.823799000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.454062999999900,-26.834970999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.452607000000000,-26.827566000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.405439999999900,-26.828150999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.367953999999900,-26.827826000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.354998000000000,-26.827631000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.308630999999900,-26.825163000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.293053999999900,-26.831398000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.293491000000000,-26.837827999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.319257999999900,-26.842569999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.305210000000000,-26.849778000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.297930999999900,-26.866012999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.323042999999900,-26.864713999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.308703999999900,-26.882698999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.295675000000000,-26.907820999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.291452999999900,-26.912754000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.307903000000000,-26.919115000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.322023999999900,-26.912883999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.344369999999900,-26.906393000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.366788999999900,-26.913143999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.407988000000000,-26.911325999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.442780999999900,-26.912040000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.427858999999900,-26.902628000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.437030999999900,-26.893151000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.423565000000000,-26.894449000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.463743999999900,-26.887114000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.431061999999900,-26.871012000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.437466999999900,-26.866596999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.447293999999900,-26.851206999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.435357000000000,-26.841400000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.418615000000000,-26.850428000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.411408999999900,-26.841660000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.439323000000000,-26.826981000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.409480000000000,-26.862310999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.385387000000000,-26.869844000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.379564000000000,-26.877244999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.401254999999900,-26.890165000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.408242999999900,-26.886918999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.393830000000000,-26.890684000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.376798000000000,-26.892696999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.348773999999900,-26.897435000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.332687999999900,-26.897694999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.351176000000000,-26.883153000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.325190999999900,-26.872959999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.345280000000000,-26.876011999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.321041999999900,-26.851402000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.333269999999900,-26.845296999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.348045999999900,-26.850168000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.374066999999900,-26.856019000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.391466999999900,-26.842659000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.402974000000000,-26.835422000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.388624000000000,-26.837091999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.370392000000000,-26.851534999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.354725999999900,-26.863316000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.368797999999900,-26.900230000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
